Region/Country/Area,,Year,Series,Value
512,Oman,2005,Population aged 60+ years old (percentage),4.1093
512,Oman,2005,Population density,8.1139
512,Oman,2010,Population mid-year estimates (millions),3.0414
512,Oman,2010,Population mid-year estimates for males (millions),1.8345
512,Oman,2010,Population mid-year estimates for females (millions),1.2069
512,Oman,2010,Sex ratio (males per 100 females),152.0066
512,Oman,2010,Population aged 0 to 14 years old (percentage),25.689
512,Oman,2010,Population aged 60+ years old (percentage),3.8985
512,Oman,2010,Population density,9.8269
512,Oman,2017,Population mid-year estimates (millions),4.6659
512,Oman,2017,Population mid-year estimates for males (millions),3.0734
512,Oman,2017,Population mid-year estimates for females (millions),1.5926
512,Oman,2017,Sex ratio (males per 100 females),192.9816
512,Oman,2017,Population aged 0 to 14 years old (percentage),22.0405
512,Oman,2017,Population aged 60+ years old (percentage),3.9624
512,Oman,2017,Population density,15.0757
512,Oman,2017,Surface area (thousand km2),309.5
512,Oman,2019,Population mid-year estimates (millions),4.975
512,Oman,2019,Population mid-year estimates for males (millions),3.2844
512,Oman,2019,Population mid-year estimates for females (millions),1.6905
512,Oman,2019,Sex ratio (males per 100 females),194.2835
512,Oman,2019,Population aged 0 to 14 years old (percentage),22.4184
512,Oman,2019,Population aged 60+ years old (percentage),4.1578
512,Oman,2019,Population density,16.0743
158,Other non-specified areas,2005,Population mid-year estimates (millions),22.7057
158,Other non-specified areas,2005,Population mid-year estimates for males (millions),11.4941
158,Other non-specified areas,2005,Population mid-year estimates for females (millions),11.2116
158,Other non-specified areas,2005,Sex ratio (males per 100 females),102.5197
158,Other non-specified areas,2005,Population aged 0 to 14 years old (percentage),18.9991
158,Other non-specified areas,2005,Population aged 60+ years old (percentage),13.1353
158,Other non-specified areas,2005,Population density,641.2232
158,Other non-specified areas,2010,Population mid-year estimates (millions),23.1876
158,Other non-specified areas,2010,Population mid-year estimates for males (millions),11.6542
158,Other non-specified areas,2010,Population mid-year estimates for females (millions),11.5333
158,Other non-specified areas,2010,Sex ratio (males per 100 females),101.0484
158,Other non-specified areas,2010,Population aged 0 to 14 years old (percentage),15.8508
158,Other non-specified areas,2010,Population aged 60+ years old (percentage),15.1757
158,Other non-specified areas,2010,Population density,654.8306
158,Other non-specified areas,2019,Population mid-year estimates (millions),23.7739
158,Other non-specified areas,2019,Population mid-year estimates for males (millions),11.8241
158,Other non-specified areas,2019,Population mid-year estimates for females (millions),11.9498
158,Other non-specified areas,2019,Sex ratio (males per 100 females),98.9486
158,Other non-specified areas,2019,Population aged 0 to 14 years old (percentage),12.781
158,Other non-specified areas,2019,Population aged 60+ years old (percentage),22.0731
158,Other non-specified areas,2019,Population density,671.3888
586,Pakistan,2005,Population mid-year estimates (millions),160.304
586,Pakistan,2005,Population mid-year estimates for males (millions),82.6762
586,Pakistan,2005,Population mid-year estimates for females (millions),77.6278
586,Pakistan,2005,Sex ratio (males per 100 females),106.5034
586,Pakistan,2005,Population aged 0 to 14 years old (percentage),39.973
586,Pakistan,2005,Population aged 60+ years old (percentage),6.2578
586,Pakistan,2005,Population density,207.9494
586,Pakistan,2010,Population mid-year estimates (millions),179.4246
586,Pakistan,2010,Population mid-year estimates for males (millions),92.427
586,Pakistan,2010,Population mid-year estimates for females (millions),86.9977
586,Pakistan,2010,Sex ratio (males per 100 females),106.2408
586,Pakistan,2010,Population aged 0 to 14 years old (percentage),37.695
586,Pakistan,2010,Population aged 60+ years old (percentage),6.3026
586,Pakistan,2010,Population density,232.753
586,Pakistan,2017,Population mid-year estimates (millions),207.9062
586,Pakistan,2017,Population mid-year estimates for males (millions),106.9939
586,Pakistan,2017,Population mid-year estimates for females (millions),100.9123
586,Pakistan,2017,Sex ratio (males per 100 females),106.0265
586,Pakistan,2017,Population aged 0 to 14 years old (percentage),35.4786
586,Pakistan,2017,Population aged 60+ years old (percentage),6.4761
586,Pakistan,2017,Population density,269.6998
586,Pakistan,2017,Surface area (thousand km2),796.095
586,Pakistan,2019,Population mid-year estimates (millions),216.5653
586,Pakistan,2019,Population mid-year estimates for males (millions),111.4476
586,Pakistan,2019,Population mid-year estimates for females (millions),105.1177
586,Pakistan,2019,Sex ratio (males per 100 females),106.0217
586,Pakistan,2019,Population aged 0 to 14 years old (percentage),35.0544
586,Pakistan,2019,Population aged 60+ years old (percentage),6.6394
586,Pakistan,2019,Population density,280.9326
585,Palau,2005,Population mid-year estimates (millions),0.0199
585,Palau,2005,Sex ratio (males per 100 females),116.1924
585,Palau,2005,Population aged 0 to 14 years old (percentage),24.1021
585,Palau,2005,Population aged 60+ years old (percentage),8.2484
585,Palau,2005,Population density,43.2739
585,Palau,2010,Population mid-year estimates (millions),0.0205
585,Palau,2010,Population density,44.5
585,Palau,2016,Population mid-year estimates (millions),0.0215
585,Palau,2016,Sex ratio (males per 100 females),113.253
585,Palau,2016,Population aged 0 to 14 years old (percentage),20.2788
585,Palau,2016,Population aged 60+ years old (percentage),13.1483
585,Palau,2016,Population density,46.7457
585,Palau,2017,Population mid-year estimates (millions),0.0217
585,Palau,2017,Population density,47.237
585,Palau,2017,Surface area (thousand km2),0.459
585,Palau,2019,Population mid-year estimates (millions),0.018
585,Palau,2019,Population density,39.1478
591,Panama,2005,Population mid-year estimates (millions),3.3302
591,Panama,2005,Population mid-year estimates for males (millions),1.676
591,Panama,2005,Population mid-year estimates for females (millions),1.6542
591,Panama,2005,Sex ratio (males per 100 females),101.3202
591,Panama,2005,Population aged 0 to 14 years old (percentage),30.4297
591,Panama,2005,Population aged 60+ years old (percentage),8.7684
591,Panama,2005,Population density,44.7971
591,Panama,2010,Population mid-year estimates (millions),3.6427
591,Panama,2010,Population mid-year estimates for males (millions),1.8302
591,Panama,2010,Population mid-year estimates for females (millions),1.8125
591,Panama,2010,Sex ratio (males per 100 females),100.981
591,Panama,2010,Population aged 0 to 14 years old (percentage),29.1307
591,Panama,2010,Population aged 60+ years old (percentage),9.6909
591,Panama,2010,Population density,49.0004
591,Panama,2017,Population mid-year estimates (millions),4.1068
591,Panama,2017,Population mid-year estimates for males (millions),2.0581
591,Panama,2017,Population mid-year estimates for females (millions),2.0487
591,Panama,2017,Sex ratio (males per 100 females),100.4577
591,Panama,2017,Population aged 0 to 14 years old (percentage),27.3395
591,Panama,2017,Population aged 60+ years old (percentage),11.35
591,Panama,2017,Population density,55.2431
591,Panama,2017,Surface area (thousand km2),75.32
591,Panama,2019,Population mid-year estimates (millions),4.2464
591,Panama,2019,Population mid-year estimates for males (millions),2.1264
591,Panama,2019,Population mid-year estimates for females (millions),2.12
591,Panama,2019,Sex ratio (males per 100 females),100.3032
591,Panama,2019,Population aged 0 to 14 years old (percentage),26.7791
591,Panama,2019,Population aged 60+ years old (percentage),11.9273
591,Panama,2019,Population density,57.1219
598,Papua New Guinea,2005,Population mid-year estimates (millions),6.4949
598,Papua New Guinea,2005,Population mid-year estimates for males (millions),3.3032
598,Papua New Guinea,2005,Population mid-year estimates for females (millions),3.1917
598,Papua New Guinea,2005,Sex ratio (males per 100 females),103.4942
598,Papua New Guinea,2005,Population aged 0 to 14 years old (percentage),39.1794
598,Papua New Guinea,2005,Population aged 60+ years old (percentage),5.0349
598,Papua New Guinea,2005,Population density,14.342
598,Papua New Guinea,2010,Population mid-year estimates (millions),7.3105
598,Papua New Guinea,2010,Population mid-year estimates for males (millions),3.7198
598,Papua New Guinea,2010,Population mid-year estimates for females (millions),3.5907
598,Papua New Guinea,2010,Sex ratio (males per 100 females),103.5964
598,Papua New Guinea,2010,Population aged 0 to 14 years old (percentage),38.3023
598,Papua New Guinea,2010,Population aged 60+ years old (percentage),5.2846
598,Papua New Guinea,2010,Population density,16.143
598,Papua New Guinea,2017,Population mid-year estimates (millions),8.438
598,Papua New Guinea,2017,Population mid-year estimates for males (millions),4.3055
598,Papua New Guinea,2017,Population mid-year estimates for females (millions),4.1325
598,Papua New Guinea,2017,Sex ratio (males per 100 females),104.1862
598,Papua New Guinea,2017,Population aged 0 to 14 years old (percentage),36.1384
598,Papua New Guinea,2017,Population aged 60+ years old (percentage),5.7077
598,Papua New Guinea,2017,Population density,18.6328
598,Papua New Guinea,2017,Surface area (thousand km2),462.84
598,Papua New Guinea,2019,Population mid-year estimates (millions),8.7761
598,Papua New Guinea,2019,Population mid-year estimates for males (millions),4.48
598,Papua New Guinea,2019,Population mid-year estimates for females (millions),4.2961
598,Papua New Guinea,2019,Sex ratio (males per 100 females),104.2807
598,Papua New Guinea,2019,Population aged 0 to 14 years old (percentage),35.486
598,Papua New Guinea,2019,Population aged 60+ years old (percentage),5.8967
598,Papua New Guinea,2019,Population density,19.3793
600,Paraguay,2005,Population mid-year estimates (millions),5.8241
600,Paraguay,2005,Population mid-year estimates for males (millions),2.9571
600,Paraguay,2005,Population mid-year estimates for females (millions),2.867
600,Paraguay,2005,Sex ratio (males per 100 females),103.1447
600,Paraguay,2005,Population aged 0 to 14 years old (percentage),35.4962
600,Paraguay,2005,Population aged 60+ years old (percentage),6.9574
600,Paraguay,2005,Population density,14.6592
600,Paraguay,2010,Population mid-year estimates (millions),6.248
600,Paraguay,2010,Population mid-year estimates for males (millions),3.178
600,Paraguay,2010,Population mid-year estimates for females (millions),3.07
600,Paraguay,2010,Sex ratio (males per 100 females),103.5193
600,Paraguay,2010,Population aged 0 to 14 years old (percentage),32.9354
600,Paraguay,2010,Population aged 60+ years old (percentage),7.7503
600,Paraguay,2010,Population density,15.7262
600,Paraguay,2017,Population mid-year estimates (millions),6.8671
600,Paraguay,2017,Population mid-year estimates for males (millions),3.4929
600,Paraguay,2017,Population mid-year estimates for females (millions),3.3742
600,Paraguay,2017,Sex ratio (males per 100 females),103.5181
600,Paraguay,2017,Population aged 0 to 14 years old (percentage),29.7044
600,Paraguay,2017,Population aged 60+ years old (percentage),9.2726
600,Paraguay,2017,Population density,17.2843
600,Paraguay,2017,Surface area (thousand km2),406.752
600,Paraguay,2019,Population mid-year estimates (millions),7.0446
600,Paraguay,2019,Population mid-year estimates for males (millions),3.5809
600,Paraguay,2019,Population mid-year estimates for females (millions),3.4638
600,Paraguay,2019,Sex ratio (males per 100 females),103.3818
600,Paraguay,2019,Population aged 0 to 14 years old (percentage),29.1793
600,Paraguay,2019,Population aged 60+ years old (percentage),9.6866
600,Paraguay,2019,Population density,17.7313
604,Peru,2005,Population mid-year estimates (millions),27.8661
604,Peru,2005,Population mid-year estimates for males (millions),13.8928
604,Peru,2005,Population mid-year estimates for females (millions),13.9733
604,Peru,2005,Sex ratio (males per 100 females),99.4236
604,Peru,2005,Population aged 0 to 14 years old (percentage),32.0454
604,Peru,2005,Population aged 60+ years old (percentage),7.9457
604,Peru,2005,Population density,21.7704
604,Peru,2010,Population mid-year estimates (millions),29.0277
604,Peru,2010,Population mid-year estimates for males (millions),14.4739
604,Peru,2010,Population mid-year estimates for females (millions),14.5538
604,Peru,2010,Sex ratio (males per 100 females),99.4511
